No	TMNo	EnNo	Name	INOUT	Mode	DateTime
603	1	12		0	1	2020/01/30 11:30:16
604	1	12		0	1	2020/01/30 11:30:20
605	1	2		0	1	2020/01/30 11:30:23
606	1	1		0	1	2020/01/30 11:30:28
607	1	11		0	1	2020/01/30 11:30:31
608	1	5		0	1	2020/01/30 11:30:34
609	1	13		0	1	2020/01/30 11:30:40
610	1	9		0	1	2020/01/30 11:30:55
611	1	4		0	1	2020/01/30 11:31:05
612	1	3		0	1	2020/01/30 11:31:25
613	1	3		0	1	2020/01/30 11:31:27
614	1	14		0	1	2020/01/30 11:31:30
615	1	7		0	1	2020/01/30 11:31:34
616	1	10		0	1	2020/01/30 11:31:36
617	1	8		0	1	2020/01/30 11:31:56
618	1	8		0	1	2020/01/30 11:31:59
619	1	6		0	1	2020/01/30 11:32:21
620	1	12		0	1	2020/01/30 11:43:11
621	1	12		0	1	2020/01/30 11:43:15
622	1	1		0	1	2020/01/30 11:43:35
623	1	13		0	1	2020/01/30 11:46:01
624	1	9		0	1	2020/01/30 11:52:12
625	1	9		0	1	2020/01/30 11:52:14
626	1	4		0	1	2020/01/30 12:02:21
627	1	5		0	1	2020/01/30 12:17:33
628	1	6		0	1	2020/01/30 12:17:46
629	1	11		0	1	2020/01/30 12:21:11
630	1	11		0	1	2020/01/30 12:21:15
631	1	2		0	1	2020/01/30 12:23:10
632	1	2		0	1	2020/01/30 12:23:13
633	1	3		0	1	2020/01/30 12:24:33
634	1	3		0	1	2020/01/30 12:24:36
635	1	14		0	1	2020/01/30 12:28:59
636	1	8		0	1	2020/01/30 12:31:30
637	1	8		0	1	2020/01/30 12:31:30
638	1	7		0	1	2020/01/30 12:32:33
639	1	10		0	1	2020/01/30 12:32:33
640	1	3		0	1	2020/01/30 16:00:04
641	1	3		0	1	2020/01/30 16:00:08
642	1	14		0	1	2020/01/30 16:00:12
643	1	13		0	1	2020/01/30 16:00:15
644	1	7		0	1	2020/01/30 16:00:19
645	1	12		0	1	2020/01/30 16:00:23
646	1	12		0	1	2020/01/30 16:00:25
647	1	10		0	1	2020/01/30 16:00:28
648	1	2		0	1	2020/01/30 16:00:39
649	1	5		0	1	2020/01/30 16:00:42
650	1	5		0	1	2020/01/30 16:00:42
651	1	4		0	1	2020/01/30 16:00:47
652	1	1		0	1	2020/01/30 16:00:51
653	1	11		0	1	2020/01/30 16:00:57
654	1	11		0	1	2020/01/30 16:00:57
655	1	8		0	1	2020/01/30 16:01:02
656	1	8		0	1	2020/01/30 16:01:02
657	1	9		0	1	2020/01/30 16:01:07
658	1	9		0	1	2020/01/30 16:01:09
659	1	6		0	1	2020/01/30 16:01:21
660	1	6		0	1	2020/01/30 16:01:23
661	1	2		0	1	2020/01/31 05:08:12
662	1	2		0	1	2020/01/31 05:08:17
663	1	3		0	1	2020/01/31 06:41:35
664	1	3		0	1	2020/01/31 06:41:35
665	1	9		0	1	2020/01/31 06:44:53
666	1	9		0	1	2020/01/31 06:44:57
667	1	1		0	1	2020/01/31 06:45:02
668	1	11		0	1	2020/01/31 06:45:45
669	1	12		0	1	2020/01/31 06:48:32
670	1	12		0	1	2020/01/31 06:48:36
671	1	14		0	1	2020/01/31 06:52:34
672	1	5		0	1	2020/01/31 06:55:03
673	1	5		0	1	2020/01/31 06:55:08
674	1	6		0	1	2020/01/31 06:55:15
675	1	6		0	1	2020/01/31 06:55:18
676	1	7		0	1	2020/01/31 06:55:48
677	1	10		0	1	2020/01/31 06:55:52
678	1	8		0	1	2020/01/31 06:57:11
679	1	4		0	1	2020/01/31 06:59:43
680	1	13		0	1	2020/01/31 07:00:43
